Unnamed: 0,passResult,offenseFormation,personnelO,personnelD,defendersInBox,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,playDirection
400,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
401,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
402,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",4.0,TRADITIONAL,0,Cover-2,Zone,left
403,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
404,C,I_FORM,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-2,Zone,left
405,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
406,C,EMPTY,"0 RB, 1 TE, 4 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
407,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,SCRAMBLE,0,Cover-0,Man,right
408,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
409,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
410,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-2,Zone,left
411,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
412,R,EMPTY,"0 RB, 1 TE, 4 WR","3 DL, 2 LB, 6 DB",6.0,SCRAMBLE,0,Quarters,Zone,right
413,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
414,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-6,Zone,left
415,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Quarters,Zone,left
416,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
417,I,EMPTY,"0 RB, 1 TE, 4 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
418,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
419,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
420,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,,0,Cover-3,Zone,left
421,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
422,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",4.0,TRADITIONAL,0,Cover-2,Zone,right
423,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
424,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
425,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-0,Man,right
426,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
427,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,,1,Cover-1,Man,right
428,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
429,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,SCRAMBLE,0,Cover-2,Zone,left
430,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,SCRAMBLE,1,Cover-3,Zone,left
431,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Red Zone,Other,right
432,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,left
433,C,SINGLEBACK,"2 RB, 2 TE, 1 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
434,R,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,SCRAMBLE,0,Cover-3,Zone,left
435,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,right
436,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
437,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,0,Quarters,Zone,right
438,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
439,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
440,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
441,C,I_FORM,"6 OL, 2 RB, 2 TE, 0 WR","4 DL, 3 LB, 4 DB",9.0,DESIGNED_ROLLOUT_LEFT,0,Goal Line,Other,right
442,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
443,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
444,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
445,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
446,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Quarters,Zone,left
447,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,,1,Cover-3,Zone,right
448,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,left
449,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
450,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
451,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-2,Zone,right
452,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,,0,Cover-1,Man,right
453,C,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,0,Cover-3,Zone,right
454,R,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",6.0,SCRAMBLE,1,Quarters,Zone,left
455,C,EMPTY,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-0,Man,right
456,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",8.0,TRADITIONAL,0,Cover-1,Man,left
457,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
458,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
459,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
460,C,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
461,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
462,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
463,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
464,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Quarters,Zone,right
465,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-0,Man,right
466,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,,0,Cover-2,Zone,right
467,C,SHOTGUN,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
468,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
469,R,SINGLEBACK,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,SCRAMBLE_ROLLOUT_LEFT,1,Cover-1,Man,right
470,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
471,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,SCRAMBLE,0,Cover-1,Man,left
472,I,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,right
473,I,SHOTGUN,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",9.0,TRADITIONAL,0,Cover-0,Man,left
474,R,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,SCRAMBLE,0,Cover-3,Zone,right
475,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
476,C,SHOTGUN,"1 RB, 0 TE, 4 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
477,S,EMPTY,"0 RB, 1 TE, 4 WR","4 DL, 1 LB, 6 DB",7.0,TRADITIONAL,0,Cover-2,Zone,right
478,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,0,Cover-0,Man,left
479,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
480,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
481,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
482,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
483,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
484,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
485,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-0,Man,right
486,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_LEFT,1,Cover-1,Man,right
487,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
488,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-6,Zone,right
489,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
490,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
491,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
492,I,EMPTY,"0 RB, 3 TE, 2 WR","5 DL, 2 LB, 4 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
493,C,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
494,I,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
495,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
496,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",7.0,SCRAMBLE,1,Cover-2,Zone,left
497,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,SCRAMBLE,0,Cover-6,Zone,right
498,I,SINGLEBACK,"6 OL, 1 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-1,Man,right
499,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
500,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
501,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-6,Zone,left
502,C,SHOTGUN,"1 RB, 0 TE, 4 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
503,C,PISTOL,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-0,Man,right
504,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
505,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,0,Cover-2,Zone,right
506,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
507,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
508,I,EMPTY,"1 RB, 0 TE, 4 WR","2 DL, 4 LB, 5 DB",5.0,SCRAMBLE,0,Cover-3,Zone,right
509,C,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
510,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
511,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,SCRAMBLE,0,Cover-1,Man,left
512,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
513,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
514,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-3,Zone,right
515,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
516,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Red Zone,Other,right
517,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Quarters,Zone,right
518,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
519,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,right
520,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-0,Man,right
521,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
522,C,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
523,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,SCRAMBLE,0,Cover-3,Zone,left
524,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,left
525,I,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",8.0,TRADITIONAL,0,Cover-1,Man,right
526,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
527,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
528,S,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE,1,Cover-3,Zone,right
529,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
530,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
531,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
532,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
533,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",7.0,TRADITIONAL,0,Cover-0,Man,right
534,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Quarters,Zone,left
535,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
536,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
537,C,SHOTGUN,"2 QB, 1 RB, 2 TE, 1 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
538,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","5 DL, 2 LB, 4 DB",7.0,DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,right
539,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
540,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,2-Man,Man,right
541,C,SHOTGUN,"2 RB, 0 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,SCRAMBLE,0,Cover-3,Zone,right
542,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
543,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
544,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
545,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,1,Cover-3,Zone,right
546,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
547,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
548,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
549,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
550,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
551,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,0,Cover-3,Zone,left
552,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
553,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
554,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
555,I,SINGLEBACK,"6 OL, 1 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,DESIGNED_ROLLOUT_LEFT,1,Cover-1,Man,left
556,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
557,C,EMPTY,"0 RB, 2 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
558,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,right
559,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
560,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
561,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
562,S,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
563,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,Cover-0,Man,right
564,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
565,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
566,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
567,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
568,C,EMPTY,"1 RB, 0 TE, 4 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
569,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
570,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
571,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Cover-1,Man,left
572,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,SCRAMBLE,0,Cover-3,Zone,right
573,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
574,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,left
575,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,right
576,I,I_FORM,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Red Zone,Other,right
577,I,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
578,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",8.0,,0,Cover-0,Man,left
579,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
580,C,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
581,C,SHOTGUN,"6 OL, 1 RB, 1 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
582,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
583,C,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Red Zone,Other,left
584,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",7.0,TRADITIONAL,0,Quarters,Zone,right
585,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
586,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,,1,Cover-6,Zone,left
587,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
